study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA54005	SAMN03165175	SRX1033045	SRR2032678	9555	Papio anubis	23f9b788a93cb0224ee3262615bd5b3b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032678/SRR2032678_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032679	9555	Papio anubis	2c9ec7d5465c920217f5c334aa9799a9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032679/SRR2032679_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032683	9555	Papio anubis	ee3015b57a02e5e8a7616fe5b661655a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032683/SRR2032683_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032684	9555	Papio anubis	8361fd763a1083a17518c77be24cb01d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032684/SRR2032684_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032700	9555	Papio anubis	a6d9d023a17d0ab1163b52d96b6898c7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032700/SRR2032700_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032705	9555	Papio anubis	515c652236efdb769c6752a988a4a44d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032705/SRR2032705_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032708	9555	Papio anubis	c4174d5b40509d3076c6ffb286745c65	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032708/SRR2032708_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032713	9555	Papio anubis	421c206fda4fdd67eef2745596bc0835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032713/SRR2032713_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032715	9555	Papio anubis	4d84264b192e924b4b92fffd45ae62ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032715/SRR2032715_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032719	9555	Papio anubis	61a71283207a1b76e3b9bc960a1c22f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032719/SRR2032719_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032729	9555	Papio anubis	d0d4ee799e65128fda0b6dd022fe19e4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032729/SRR2032729_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032730	9555	Papio anubis	9a223fe9f3fde091232b0e8373c99f7c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032730/SRR2032730_consensus.fastq.gz	PANU.00-37521
