id,population,known_ida,sexb,hybrid_statusc,genome_wide_anubis_ancestryd,nodup_mapq10_coveraged,percent_reads_mappedd,BioProject_WGSEQ,Paper_WGSEQ,Accession_WGSEQ,Paper_RNASEQ_1 (Tung_et_al_2015_eLIFE; PRJNA269070),Paper_RNASEQ_2 (Lea_et_al_2018_PNAS; PRJNA480672),Paper_RNASEQ_3 (Anderson_et_al_bioRxiv; PRJNA731520)
AMB_256,Amboseli,TRUE,F,historical,0.313,1.241,99.27,PRJNA755322,this_study,SAMN20815143,NA,NA,NA
AMB_257,Amboseli,TRUE,F,unassigned,0.368,1.349,99.31,PRJNA755322,this_study,SAMN20815070,NA,NA,NA
AMB_258,Amboseli,TRUE,M,recent,0.450,1.251,99.25,PRJNA755322,this_study,SAMN20814996,NA,SRR7510442,NA
AMB_259,Amboseli,TRUE,F,recent,0.453,0.927,99.29,PRJNA755322,this_study,SAMN20814989,SRR1688538,NA,NA
AMB_260,Amboseli,TRUE,M,recent,0.429,0.760,99.12,PRJNA755322,this_study,SAMN20815022,NA,NA,NA
AMB_261,Amboseli,TRUE,F,recent,0.430,1.076,99.12,PRJNA755322,this_study,SAMN20815019,NA,NA,NA
AMB_262,Amboseli,TRUE,F,recent,0.475,1.040,99.31,PRJNA755322,this_study,SAMN20814969,SRR1688535,NA,NA
AMB_263,Amboseli,TRUE,F,historical,0.295,0.983,99.30,PRJNA755322,this_study,SAMN20815241,NA,NA,NA
AMB_264,Amboseli,TRUE,F,historical,0.317,1.354,99.31,PRJNA755322,this_study,SAMN20815133,NA,NA,NA
AMB_265,Amboseli,TRUE,F,recent,0.452,1.053,99.30,PRJNA755322,this_study,SAMN20814990,NA,NA,SRR14608252
AMB_266,Amboseli,TRUE,F,recent,0.415,1.344,99.30,PRJNA755322,this_study,SAMN20815033,NA,NA,NA
AMB_267,Amboseli,TRUE,M,historical,0.311,0.915,99.31,PRJNA755322,this_study,SAMN20815147,NA,NA,NA
AMB_268,Amboseli,TRUE,M,historical,0.301,1.152,99.29,PRJNA755322,this_study,SAMN20815194,SRR1688506,NA,NA
AMB_269,Amboseli,TRUE,F,recent,0.321,0.908,99.04,PRJNA755322,this_study,SAMN20815123,NA,NA,NA
AMB_270,Amboseli,TRUE,M,recent,0.319,1.160,99.25,PRJNA755322,this_study,SAMN20815130,NA,SRR7510431,NA
AMB_271,Amboseli,TRUE,F,recent,0.481,1.214,99.31,PRJNA755322,this_study,SAMN20814961,SRR1688526,NA,NA
AMB_272,Amboseli,TRUE,M,historical,0.313,1.498,99.27,PRJNA755322,this_study,SAMN20815144,SRR1688532,SRR7510421,NA
AMB_273,Amboseli,TRUE,M,recent,0.488,0.697,99.27,PRJNA755322,this_study,SAMN20814956,NA,SRR7510423,NA
AMB_274,Amboseli,TRUE,F,historical,0.281,1.222,99.30,PRJNA755322,this_study,SAMN20815293,NA,NA,NA
AMB_275,Amboseli,TRUE,M,unassigned,0.394,1.048,99.14,PRJNA755322,this_study,SAMN20815044,NA,NA,NA
AMB_276,Amboseli,TRUE,F,recent,0.339,1.173,99.34,PRJNA755322,this_study,SAMN20815096,NA,NA,NA
AMB_277,Amboseli,TRUE,M,recent,0.336,1.042,99.29,PRJNA755322,this_study,SAMN20815102,NA,NA,NA
AMB_278,Amboseli,TRUE,F,recent,0.357,0.962,99.33,PRJNA755322,this_study,SAMN20815079,NA,SRR7510417,NA
AMB_279,Amboseli,TRUE,F,recent,0.477,1.104,99.35,PRJNA755322,this_study,SAMN20814965,NA,NA,NA
AMB_280,Amboseli,TRUE,F,recent,0.400,1.084,99.30,PRJNA755322,this_study,SAMN20815040,NA,SRR7510415,NA
AMB_281,Amboseli,TRUE,M,recent,0.524,1.212,99.30,PRJNA755322,this_study,SAMN20814938,SRR1688510,NA,NA
AMB_282,Amboseli,TRUE,F,recent,0.422,1.241,99.29,PRJNA755322,this_study,SAMN20815025,NA,NA,NA
AMB_283,Amboseli,TRUE,M,recent,0.581,1.580,99.23,PRJNA755322,this_study,SAMN20814921,NA,NA,NA
AMB_284,Amboseli,FALSE,NA,unassigned,0.293,1.142,99.18,PRJNA755322,this_study,SAMN20815247,NA,NA,SRR14608217
AMB_285,Amboseli,TRUE,M,historical,0.305,1.047,98.65,PRJNA755322,this_study,SAMN20815168,NA,NA,NA
AMB_286,Amboseli,TRUE,M,recent,0.566,1.083,99.21,PRJNA755322,this_study,SAMN20814923,NA,SRR7510449,NA
AMB_287,Amboseli,TRUE,M,recent,0.613,0.983,99.27,PRJNA755322,this_study,SAMN20814914,NA,SRR7510470,NA
AMB_288,Amboseli,FALSE,NA,unassigned,0.295,1.141,99.12,PRJNA755322,this_study,SAMN20815237,NA,NA,NA
AMB_289,Amboseli,TRUE,F,recent,0.563,1.761,99.01,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151893,NA,SRR7510484,NA
AMB_290,Amboseli,TRUE,F,recent,0.551,1.509,99.26,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151894,SRR1688485,SRR7510385,NA
AMB_291,Amboseli,TRUE,F,unassigned,0.364,2.062,99.22,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151895,NA,NA,NA
AMB_292,Amboseli,TRUE,M,historical,0.312,3.268,99.15,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151897,NA,NA,NA
AMB_293,Amboseli,TRUE,M,recent,0.795,0.657,98.34,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151896,NA,NA,NA
AMB_294,Amboseli,TRUE,F,recent,0.421,1.310,99.30,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151898,NA,NA,NA
AMB_295,Amboseli,TRUE,M,unassigned,0.398,1.378,98.95,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151899,NA,NA,NA
AMB_296,Amboseli,TRUE,M,unassigned,0.437,0.775,99.04,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151900,NA,NA,NA
AMB_297,Amboseli,TRUE,M,unassigned,0.460,1.160,99.20,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151901,NA,NA,NA
AMB_298,Amboseli,TRUE,F,unassigned,0.442,1.187,99.25,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151902,NA,NA,NA
AMB_299,Amboseli,TRUE,F,historical,0.327,3.046,99.24,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151903,NA,NA,NA
AMB_300,Amboseli,TRUE,M,recent,0.701,1.375,99.19,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151905,NA,NA,NA
AMB_301,Amboseli,TRUE,M,recent,0.514,34.811,99.05,PRJNA755322,this_study,SAMN20814945,NA,NA,NA
AMB_302,Amboseli,TRUE,F,unassigned,0.445,1.123,99.28,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151907,NA,NA,NA
AMB_303,Amboseli,TRUE,M,recent,0.827,1.108,99.19,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151908,NA,NA,NA
AMB_304,Amboseli,TRUE,M,recent,0.617,0.577,99.24,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151909,NA,NA,NA
AMB_305,Amboseli,TRUE,F,unassigned,0.377,1.531,99.30,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151910,NA,NA,NA
AMB_306,Amboseli,TRUE,M,historical,0.331,2.903,99.24,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151911,NA,NA,NA
AMB_307,Amboseli,TRUE,M,recent,0.699,2.062,99.08,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151912,SRR1688537,NA,NA
AMB_308,Amboseli,TRUE,M,recent,0.575,1.338,99.28,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151913,SRR1688524,SRR7510419,NA
AMB_309,Amboseli,TRUE,M,recent,0.506,1.400,99.18,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151914,SRR1688501,NA,NA
AMB_310,Amboseli,TRUE,F,historical,0.234,22.735,98.39,PRJNA295782,Snyder_Mackler_et_al_2016_Genetics,SRR2565912; SRR2650000; SRR2650075,NA,NA,NA
AMB_311,Amboseli,TRUE,M,historical,0.239,24.829,98.36,PRJNA295782,Snyder_Mackler_et_al_2016_Genetics,SRR2565914,NA,NA,NA
AMB_312,Amboseli,TRUE,F,historical,0.296,36.688,98.76,PRJNA755322,this_study,SAMN20815227,NA,NA,NA
AMB_313,Amboseli,TRUE,F,historical,0.236,37.895,99.22,PRJNA755322,this_study,SAMN20815325,NA,NA,NA
AMB_314,Amboseli,TRUE,F,historical,0.250,39.004,98.82,PRJNA755322,this_study,SAMN20815322,NA,NA,NA
AMB_315,Amboseli,TRUE,M,recent,0.593,1.064,99.06,PRJNA755322,this_study,SAMN20814919,NA,SRR7510404,NA
AMB_316,Amboseli,TRUE,M,historical,0.240,28.813,99.00,PRJNA755322,this_study,SAMN20815324,NA,NA,NA
AMB_317,Amboseli,TRUE,M,recent,0.508,39.203,98.87,PRJNA755322,this_study,SAMN20814949,NA,NA,NA
AMB_318,Amboseli,TRUE,F,historical,0.245,32.508,98.74,PRJNA755322,this_study,SAMN20815323,SRR1688516,NA,NA
AMB_319,Amboseli,TRUE,M,historical,0.348,0.664,99.30,PRJNA755322,this_study,SAMN20815085,NA,NA,NA
AMB_320,Amboseli,TRUE,M,recent,0.472,0.898,93.37,PRJNA755322,this_study,SAMN20814976,NA,NA,NA
AMB_321,Amboseli,TRUE,F,recent,0.375,1.116,99.05,PRJNA755322,this_study,SAMN20815063,NA,NA,SRR14608284
AMB_322,Amboseli,TRUE,M,historical,0.283,1.066,93.48,PRJNA755322,this_study,SAMN20815291,NA,NA,NA
AMB_323,Amboseli,TRUE,F,recent,0.430,0.717,67.10,PRJNA755322,this_study,SAMN20815021,NA,NA,NA
AMB_324,Amboseli,FALSE,NA,unassigned,0.294,0.803,99.24,PRJNA755322,this_study,SAMN20815245,NA,NA,NA
AMB_325,Amboseli,TRUE,F,historical,0.277,1.015,99.33,PRJNA755322,this_study,SAMN20815304,NA,NA,NA
AMB_326,Amboseli,TRUE,M,historical,0.327,0.860,99.05,PRJNA755322,this_study,SAMN20815110,NA,NA,NA
AMB_327,Amboseli,TRUE,M,recent,0.377,0.825,94.63,PRJNA755322,this_study,SAMN20815061,NA,NA,NA
AMB_328,Amboseli,FALSE,NA,unassigned,0.279,1.002,99.21,PRJNA755322,this_study,SAMN20815301,NA,NA,NA
AMB_329,Amboseli,TRUE,M,recent,0.526,0.791,99.25,PRJNA755322,this_study,SAMN20814937,NA,NA,NA
AMB_330,Amboseli,TRUE,M,unassigned,0.352,0.976,99.16,PRJNA755322,this_study,SAMN20815082,NA,NA,NA
AMB_331,Amboseli,TRUE,F,historical,0.280,0.514,57.26,PRJNA755322,this_study,SAMN20815295,NA,NA,NA
AMB_332,Amboseli,TRUE,M,historical,0.301,0.641,98.26,PRJNA755322,this_study,SAMN20815196,NA,NA,NA
AMB_333,Amboseli,TRUE,F,recent,0.444,0.906,99.29,PRJNA755322,this_study,SAMN20815005,NA,NA,NA
AMB_334,Amboseli,TRUE,M,historical,0.306,0.910,99.22,PRJNA755322,this_study,SAMN20815166,NA,NA,NA
AMB_335,Amboseli,TRUE,M,historical,0.304,0.899,99.31,PRJNA755322,this_study,SAMN20815173,NA,NA,NA
AMB_336,Amboseli,TRUE,F,recent,0.439,0.867,98.95,PRJNA755322,this_study,SAMN20815008,NA,NA,NA
AMB_337,Amboseli,TRUE,F,historical,0.296,0.749,93.22,PRJNA755322,this_study,SAMN20815230,NA,NA,NA
AMB_338,Amboseli,TRUE,F,recent,0.396,0.824,99.05,PRJNA755322,this_study,SAMN20815042,NA,NA,SRR14608282
AMB_339,Amboseli,TRUE,F,historical,0.284,0.834,99.08,PRJNA755322,this_study,SAMN20815285,NA,NA,NA
AMB_340,Amboseli,TRUE,M,recent,0.292,0.956,99.16,PRJNA755322,this_study,SAMN20815249,NA,NA,NA
AMB_341,Amboseli,TRUE,F,historical,0.285,0.878,99.15,PRJNA755322,this_study,SAMN20815280,NA,NA,NA
AMB_342,Amboseli,TRUE,F,unassigned,0.385,0.970,99.29,PRJNA755322,this_study,SAMN20815052,NA,NA,NA
AMB_343,Amboseli,TRUE,F,historical,0.287,0.849,99.10,PRJNA755322,this_study,SAMN20815272,NA,NA,NA
AMB_344,Amboseli,TRUE,F,recent,0.479,0.794,99.16,PRJNA755322,this_study,SAMN20814963,NA,NA,SRR14608267
AMB_345,Amboseli,TRUE,F,historical,0.303,0.638,99.19,PRJNA755322,this_study,SAMN20815182,NA,NA,NA
AMB_346,Amboseli,TRUE,F,historical,0.276,0.915,99.20,PRJNA755322,this_study,SAMN20815308,NA,NA,NA
AMB_347,Amboseli,TRUE,F,historical,0.303,0.887,99.06,PRJNA755322,this_study,SAMN20815178,NA,NA,NA
AMB_348,Amboseli,TRUE,M,recent,0.521,1.123,99.06,PRJNA755322,this_study,SAMN20814942,NA,NA,SRR14608265
AMB_349,Amboseli,TRUE,F,historical,0.296,1.268,99.07,PRJNA755322,this_study,SAMN20815228,NA,NA,NA
AMB_350,Amboseli,TRUE,F,recent,0.403,1.068,99.20,PRJNA755322,this_study,SAMN20815039,NA,NA,SRR14608278
AMB_351,Amboseli,TRUE,M,historical,0.317,1.333,99.17,PRJNA755322,this_study,SAMN20815140,NA,NA,NA
AMB_352,Amboseli,TRUE,F,historical,0.343,1.104,99.17,PRJNA755322,this_study,SAMN20815092,NA,NA,NA
AMB_353,Amboseli,TRUE,M,recent,0.511,0.916,99.21,PRJNA755322,this_study,SAMN20814947,NA,NA,NA
AMB_354,Amboseli,FALSE,NA,unassigned,0.302,1.188,99.03,PRJNA755322,this_study,SAMN20815192,NA,NA,NA
AMB_355,Amboseli,TRUE,M,historical,0.302,1.081,99.26,PRJNA755322,this_study,SAMN20815188,NA,NA,NA
AMB_356,Amboseli,TRUE,F,recent,0.394,0.861,99.21,PRJNA755322,this_study,SAMN20815046,NA,NA,SRR14608271
AMB_357,Amboseli,TRUE,M,recent,0.609,0.809,99.21,PRJNA755322,this_study,SAMN20814915,NA,NA,NA
AMB_358,Amboseli,TRUE,F,recent,0.421,0.959,99.17,PRJNA755322,this_study,SAMN20815028,NA,NA,SRR14608256
AMB_359,Amboseli,TRUE,F,historical,0.299,0.896,99.20,PRJNA755322,this_study,SAMN20815210,NA,NA,NA
AMB_360,Amboseli,TRUE,M,historical,0.282,1.215,99.00,PRJNA755322,this_study,SAMN20815292,NA,NA,NA
AMB_361,Amboseli,TRUE,M,historical,0.304,0.851,99.19,PRJNA755322,this_study,SAMN20815171,NA,NA,NA
AMB_362,Amboseli,TRUE,F,historical,0.285,1.096,99.25,PRJNA755322,this_study,SAMN20815284,NA,NA,NA
AMB_363,Amboseli,TRUE,F,historical,0.290,0.772,99.28,PRJNA755322,this_study,SAMN20815261,NA,NA,NA
AMB_364,Amboseli,FALSE,NA,unassigned,0.530,1.077,98.85,PRJNA755322,this_study,SAMN20814936,NA,NA,SRR14608247
AMB_365,Amboseli,TRUE,F,historical,0.296,1.112,99.08,PRJNA755322,this_study,SAMN20815229,NA,NA,NA
AMB_366,Amboseli,TRUE,M,historical,0.287,1.422,99.07,PRJNA755322,this_study,SAMN20815271,SRR1688528,NA,NA
AMB_367,Amboseli,FALSE,NA,unassigned,0.302,1.325,99.21,PRJNA755322,this_study,SAMN20815185,NA,NA,NA
AMB_368,Amboseli,TRUE,F,historical,0.310,1.067,99.25,PRJNA755322,this_study,SAMN20815149,NA,NA,NA
AMB_369,Amboseli,TRUE,F,recent,0.474,1.416,99.03,PRJNA755322,this_study,SAMN20814973,NA,NA,NA
AMB_370,Amboseli,TRUE,F,historical,0.319,0.568,99.23,PRJNA755322,this_study,SAMN20815128,NA,NA,NA
AMB_371,Amboseli,TRUE,F,historical,0.298,0.877,99.18,PRJNA755322,this_study,SAMN20815214,NA,NA,NA
AMB_372,Amboseli,TRUE,F,recent,0.474,0.947,99.27,PRJNA755322,this_study,SAMN20814974,NA,NA,NA
AMB_373,Amboseli,TRUE,F,recent,0.548,1.076,99.24,PRJNA755322,this_study,SAMN20814927,NA,NA,NA
AMB_374,Amboseli,TRUE,F,recent,0.514,0.712,99.20,PRJNA755322,this_study,SAMN20814946,NA,NA,NA
AMB_375,Amboseli,TRUE,F,recent,0.451,1.188,99.24,PRJNA755322,this_study,SAMN20814995,NA,NA,NA
AMB_376,Amboseli,TRUE,M,unassigned,0.369,0.778,99.11,PRJNA755322,this_study,SAMN20815068,NA,NA,NA
AMB_377,Amboseli,TRUE,M,historical,0.297,1.001,99.15,PRJNA755322,this_study,SAMN20815221,NA,NA,NA
AMB_378,Amboseli,TRUE,M,historical,0.288,1.338,99.20,PRJNA755322,this_study,SAMN20815270,NA,NA,NA
AMB_379,Amboseli,TRUE,M,historical,0.294,0.982,99.25,PRJNA755322,this_study,SAMN20815242,NA,NA,NA
AMB_380,Amboseli,TRUE,M,historical,0.295,0.983,99.21,PRJNA755322,this_study,SAMN20815236,NA,NA,NA
AMB_381,Amboseli,TRUE,F,historical,0.297,1.064,99.23,PRJNA755322,this_study,SAMN20815220,NA,NA,NA
AMB_382,Amboseli,TRUE,F,historical,0.280,1.044,99.17,PRJNA755322,this_study,SAMN20815298,NA,NA,NA
AMB_383,Amboseli,TRUE,M,historical,0.301,0.986,99.26,PRJNA755322,this_study,SAMN20815198,NA,NA,NA
AMB_384,Amboseli,TRUE,F,recent,0.433,0.868,99.06,PRJNA755322,this_study,SAMN20815016,NA,NA,NA
AMB_385,Amboseli,TRUE,F,historical,0.307,1.080,99.01,PRJNA755322,this_study,SAMN20815159,NA,NA,NA
AMB_386,Amboseli,TRUE,M,historical,0.298,0.732,99.20,PRJNA755322,this_study,SAMN20815218,NA,NA,NA
AMB_387,Amboseli,TRUE,M,historical,0.268,1.130,99.14,PRJNA755322,this_study,SAMN20815317,NA,NA,NA
AMB_388,Amboseli,TRUE,F,unassigned,0.371,0.919,99.17,PRJNA755322,this_study,SAMN20815067,NA,NA,SRR14608215
AMB_389,Amboseli,TRUE,M,recent,0.522,0.829,99.20,PRJNA755322,this_study,SAMN20814940,NA,NA,SRR14608286
AMB_390,Amboseli,TRUE,M,recent,0.546,0.868,99.24,PRJNA755322,this_study,SAMN20814928,NA,SRR7510480,NA
AMB_391,Amboseli,TRUE,M,recent,0.442,0.631,98.28,PRJNA755322,this_study,SAMN20815006,NA,NA,SRR14608262
AMB_392,Amboseli,TRUE,M,historical,0.293,0.940,99.19,PRJNA755322,this_study,SAMN20815248,NA,NA,NA
AMB_393,Amboseli,FALSE,NA,unassigned,0.297,1.254,99.13,PRJNA755322,this_study,SAMN20815219,NA,NA,NA
AMB_394,Amboseli,TRUE,F,historical,0.291,1.104,99.19,PRJNA755322,this_study,SAMN20815257,NA,NA,NA
AMB_395,Amboseli,TRUE,M,historical,0.317,0.769,98.91,PRJNA755322,this_study,SAMN20815139,NA,NA,NA
AMB_396,Amboseli,TRUE,F,historical,0.291,0.956,99.10,PRJNA755322,this_study,SAMN20815255,NA,NA,NA
AMB_397,Amboseli,TRUE,M,recent,0.444,0.897,99.15,PRJNA755322,this_study,SAMN20815004,NA,NA,SRR14608274
AMB_398,Amboseli,TRUE,M,historical,0.323,0.994,99.13,PRJNA755322,this_study,SAMN20815119,NA,NA,NA
AMB_399,Amboseli,FALSE,NA,unassigned,0.302,1.022,98.55,PRJNA755322,this_study,SAMN20815190,NA,NA,NA
AMB_400,Amboseli,TRUE,F,historical,0.297,0.933,99.10,PRJNA755322,this_study,SAMN20815222,NA,NA,NA
AMB_401,Amboseli,TRUE,M,recent,0.420,0.767,99.08,PRJNA755322,this_study,SAMN20815030,NA,NA,SRR14608239
AMB_402,Amboseli,TRUE,F,recent,0.593,1.189,99.15,PRJNA755322,this_study,SAMN20814918,NA,NA,NA
AMB_403,Amboseli,TRUE,M,recent,0.374,0.760,98.88,PRJNA755322,this_study,SAMN20815064,NA,SRR7510469,NA
AMB_404,Amboseli,TRUE,M,historical,0.297,1.099,99.12,PRJNA755322,this_study,SAMN20815223,NA,NA,NA
AMB_405,Amboseli,TRUE,F,recent,0.383,0.870,99.20,PRJNA755322,this_study,SAMN20815055,NA,NA,SRR14608249
AMB_406,Amboseli,TRUE,F,historical,0.302,0.845,99.01,PRJNA755322,this_study,SAMN20815191,NA,NA,NA
AMB_407,Amboseli,TRUE,F,historical,0.292,1.024,99.06,PRJNA755322,this_study,SAMN20815252,NA,NA,NA
AMB_408,Amboseli,TRUE,F,historical,0.316,1.068,99.05,PRJNA755322,this_study,SAMN20815141,NA,NA,SRR14608238
AMB_409,Amboseli,TRUE,M,historical,0.320,1.010,99.18,PRJNA755322,this_study,SAMN20815127,NA,NA,NA
AMB_410,Amboseli,TRUE,M,recent,0.408,0.987,99.20,PRJNA755322,this_study,SAMN20815037,NA,NA,SRR14608245
AMB_411,Amboseli,TRUE,M,recent,0.364,0.933,99.15,PRJNA755322,this_study,SAMN20815074,NA,NA,SRR14608213
AMB_412,Amboseli,TRUE,M,recent,0.485,0.649,99.07,PRJNA755322,this_study,SAMN20814957,NA,NA,SRR14608234
AMB_413,Amboseli,TRUE,F,historical,0.344,1.036,99.16,PRJNA755322,this_study,SAMN20815089,NA,NA,SRR14608219
AMB_414,Amboseli,TRUE,M,recent,0.506,1.070,99.22,PRJNA755322,this_study,SAMN20814950,NA,SRR7510433,NA
AMB_415,Amboseli,TRUE,M,recent,0.546,0.995,92.75,PRJNA755322,this_study,SAMN20814929,NA,NA,NA
AMB_416,Amboseli,TRUE,F,historical,0.298,1.032,99.23,PRJNA755322,this_study,SAMN20815212,NA,NA,NA
AMB_417,Amboseli,FALSE,NA,unassigned,0.296,1.234,99.05,PRJNA755322,this_study,SAMN20815232,NA,NA,NA
AMB_418,Amboseli,TRUE,M,recent,0.323,1.027,98.67,PRJNA755322,this_study,SAMN20815116,NA,NA,NA
AMB_419,Amboseli,TRUE,M,recent,0.455,0.841,99.00,PRJNA755322,this_study,SAMN20814986,NA,NA,SRR14608280
AMB_420,Amboseli,TRUE,M,recent,0.472,0.886,99.18,PRJNA755322,this_study,SAMN20814975,NA,SRR7510440,NA
AMB_421,Amboseli,TRUE,M,historical,0.291,0.981,99.08,PRJNA755322,this_study,SAMN20815259,NA,NA,NA
AMB_422,Amboseli,TRUE,M,recent,0.482,1.026,99.16,PRJNA755322,this_study,SAMN20814959,NA,NA,SRR14608230
AMB_423,Amboseli,TRUE,M,historical,0.310,0.814,99.06,PRJNA755322,this_study,SAMN20815150,NA,NA,NA
AMB_424,Amboseli,TRUE,F,historical,0.290,1.250,99.24,PRJNA755322,this_study,SAMN20815262,NA,NA,NA
AMB_425,Amboseli,TRUE,M,historical,0.312,0.843,98.38,PRJNA755322,this_study,SAMN20815146,NA,NA,NA
AMB_426,Amboseli,TRUE,M,historical,0.337,0.945,99.15,PRJNA755322,this_study,SAMN20815099,NA,SRR7510406,NA
AMB_427,Amboseli,TRUE,F,recent,0.488,0.820,99.12,PRJNA755322,this_study,SAMN20814955,NA,NA,SRR14608227
AMB_428,Amboseli,TRUE,F,recent,0.536,0.819,99.21,PRJNA755322,this_study,SAMN20814933,NA,NA,NA
AMB_429,Amboseli,TRUE,F,historical,0.301,1.085,99.25,PRJNA755322,this_study,SAMN20815195,NA,NA,NA
AMB_430,Amboseli,TRUE,M,historical,0.298,0.910,99.19,PRJNA755322,this_study,SAMN20815215,NA,NA,NA
AMB_431,Amboseli,TRUE,F,historical,0.305,0.743,99.25,PRJNA755322,this_study,SAMN20815170,NA,NA,NA
AMB_432,Amboseli,TRUE,F,recent,0.408,1.013,98.97,PRJNA755322,this_study,SAMN20815038,NA,NA,SRR14608223
AMB_433,Amboseli,TRUE,M,historical,0.317,0.835,99.04,PRJNA755322,this_study,SAMN20815137,NA,NA,NA
AMB_434,Amboseli,TRUE,F,historical,0.306,0.893,99.23,PRJNA755322,this_study,SAMN20815165,NA,NA,NA
AMB_435,Amboseli,TRUE,F,historical,0.290,1.131,99.04,PRJNA755322,this_study,SAMN20815263,NA,NA,NA
AMB_436,Amboseli,TRUE,M,historical,0.330,0.999,98.90,PRJNA755322,this_study,SAMN20815106,NA,NA,NA
AMB_437,Amboseli,TRUE,F,historical,0.318,0.899,99.10,PRJNA755322,this_study,SAMN20815132,NA,NA,NA
AMB_438,Amboseli,TRUE,M,historical,0.307,1.154,98.86,PRJNA755322,this_study,SAMN20815157,NA,NA,NA
AMB_439,Amboseli,TRUE,M,historical,0.306,1.043,95.88,PRJNA755322,this_study,SAMN20815164,NA,NA,NA
AMB_440,Amboseli,TRUE,F,historical,0.300,1.094,98.72,PRJNA755322,this_study,SAMN20815200,NA,NA,NA
AMB_441,Amboseli,TRUE,M,historical,0.306,1.222,99.12,PRJNA755322,this_study,SAMN20815162,NA,NA,NA
AMB_442,Amboseli,TRUE,M,historical,0.318,0.957,99.16,PRJNA755322,this_study,SAMN20815131,NA,NA,NA
MAS_001,Maasai_Mara,NA,NA,NA,NA,1.788,99.28,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151921,NA,NA,NA
MAS_002,Maasai_Mara,NA,NA,NA,NA,1.766,99.30,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151922,NA,NA,NA
MAS_003,Maasai_Mara,NA,NA,NA,NA,3.464,99.30,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151923,NA,NA,NA
MAS_004,Maasai_Mara,NA,NA,NA,NA,1.890,99.29,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151924,NA,NA,NA
MAS_005,Maasai_Mara,NA,NA,NA,NA,2.161,99.32,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151925,NA,NA,NA
MAS_006,Maasai_Mara,NA,NA,NA,NA,2.722,99.34,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151926,NA,NA,NA
MAS_007,Maasai_Mara,NA,NA,NA,NA,1.525,99.30,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151927,NA,NA,NA
MIK_001,Mikumi,NA,NA,NA,NA,0.957,99.01,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151928,NA,NA,NA
MIK_002,Mikumi,NA,NA,NA,NA,0.408,95.48,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151929,NA,NA,NA
MIK_003,Mikumi,NA,NA,NA,NA,1.131,95.55,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151930,NA,NA,NA
MIK_004,Mikumi,NA,NA,NA,NA,9.702,87.81,PRJNA755322,this_study,SAMN20814897,NA,NA,NA
MIK_005,Mikumi,NA,NA,NA,NA,12.716,97.35,PRJNA755322,this_study,SAMN20814898,NA,NA,NA
MIK_006,Mikumi,NA,NA,NA,NA,14.242,99.16,PRJNA755322,this_study,SAMN20814899,NA,NA,NA
MIK_007,Mikumi,NA,NA,NA,NA,13.702,97.30,PRJNA755322,this_study,SAMN20814900,NA,NA,NA
MIK_008,Mikumi,NA,NA,NA,NA,0.914,83.98,PRJNA308870,Wall_et_al_2016_Mol_Eco,SRR3151935,NA,NA,NA
MIK_009,Mikumi,NA,NA,NA,NA,13.950,98.96,PRJNA755322,this_study,SAMN20814901,NA,NA,NA
MIK_010,Mikumi,NA,NA,NA,NA,13.684,99.04,PRJNA755322,this_study,SAMN20814902,NA,NA,NA
MIK_011,Mikumi,NA,NA,NA,NA,15.026,99.16,PRJNA755322,this_study,SAMN20814903,NA,NA,NA
MIK_012,Mikumi,NA,NA,NA,NA,13.935,99.11,PRJNA755322,this_study,SAMN20814904,NA,NA,NA
MIK_013,Mikumi,NA,NA,NA,NA,12.429,99.06,PRJNA755322,this_study,SAMN20814905,NA,NA,NA
