study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJEB59576	SAMEA112483008	ERX10382702	ERR10943393	54133	Pygathrix nemaeus	114e532c6d953cb7db7542e090042a56;e57f524768e7998a7be0bfd5197ffbb0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10943393/ERR10943393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/093/ERR10943393/ERR10943393_2.fastq.gz	PD_0255
PRJEB59576	SAMEA14464425	ERX10381724	ERR10942415	30596	Cacajao calvus	7e9a1ab406fc6726dcb0633b903ce39a;5d30f74c2936dc1102c3fa040b8c6d8e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10942415/ERR10942415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10942415/ERR10942415_2.fastq.gz	PD_0133
PRJEB59576	SAMEA112483010	ERX10382709	ERR10943400	9598	Pan troglodytes	2d32cfc776ae5bc7561bebb41b0e55d6;2207e979f50813517c660525e409ca8f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/000/ERR10943400/ERR10943400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/000/ERR10943400/ERR10943400_2.fastq.gz	PD_0257
PRJEB59576	SAMEA112483010	ERX10382713	ERR10943404	9598	Pan troglodytes	7e89434e2a23ede7f45ed403dca851fc;428344cc128e9fee857ecab3ab3ae3a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/004/ERR10943404/ERR10943404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/004/ERR10943404/ERR10943404_2.fastq.gz	PD_0257
PRJEB59576	SAMEA14464425	ERX10381728	ERR10942419	30596	Cacajao calvus	58b049a900bf4c4fb362dd265bf66b47;97004614a5b31fa98992ab572de9aba7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10942419/ERR10942419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/019/ERR10942419/ERR10942419_2.fastq.gz	PD_0133
PRJEB59576	SAMEA112483011	ERX10382715	ERR10943406	9598	Pan troglodytes	29349943a2949f65717c131a320edf3d;302a6d8f6c4ed06d4a49b229db10eec7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10943406/ERR10943406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/006/ERR10943406/ERR10943406_2.fastq.gz	PD_0258
PRJEB59576	SAMEA112483011	ERX10382716	ERR10943407	9598	Pan troglodytes	56866c5d60667e64e70eed4a682b7cdf;b9d1a40568423ee8137c432fe545a229	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10943407/ERR10943407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/007/ERR10943407/ERR10943407_2.fastq.gz	PD_0258
PRJEB59576	SAMEA14464384	ERX10381731	ERR10942422	9503	Alouatta seniculus	93c53a9739cc978b2d6d924e07f66501;1044d50e5821426140b3648230b9602c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/022/ERR10942422/ERR10942422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/022/ERR10942422/ERR10942422_2.fastq.gz	PD_0134
PRJEB59576	SAMEA112483011	ERX10382720	ERR10943411	9598	Pan troglodytes	88c5813247273ad4a9d5c380079d1994;1d479531d4b05bd4f847fe29038aa996	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10943411/ERR10943411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/011/ERR10943411/ERR10943411_2.fastq.gz	PD_0258
PRJEB59576	SAMEA14464384	ERX10381732	ERR10942423	9503	Alouatta seniculus	e6f906f5a6c4df3903746c24c9d2717f;1ab4390ecfa4c2f83c05f61af487e91a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10942423/ERR10942423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/023/ERR10942423/ERR10942423_2.fastq.gz	PD_0134
