study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sample_alias
PRJNA54005	SAMN03165175	SRX1033045	SRR2032691	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032691/SRR2032691_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032695	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032695/SRR2032695_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032696	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032696/SRR2032696_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032698	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032698/SRR2032698_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032701	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032701/SRR2032701_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032702	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032702/SRR2032702_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032703	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032703/SRR2032703_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032704	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032704/SRR2032704_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032706	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032706/SRR2032706_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032709	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032709/SRR2032709_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032710	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032710/SRR2032710_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032711	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032711/SRR2032711_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032718	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032718/SRR2032718_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032720	9555	Papio anubis	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032720/SRR2032720_consensus.fastq.gz	PANU.00-37521
